job_id,job_title,company,location,city,state,country,industry,salary,salary_min,salary_max,currency,experience,experience_min,experience_max,employment_type,posting_date,job_description,skills,standardized_job_title,normalized_location,salary_average,experience_category,skills_count,posting_month,posting_year,posting_weekday,job_age_days,extracted_skills
JOB-004528,Machine Learning Engineer,Crestwave Systems,Ahmedabad,Ahmedabad,Gujarat,India,Telecommunications,24 LPA,2400000.0,3780400.0,INR,4-5 years,4.0,5.0,Full-time,2026-03-13,"We are hiring a Machine Learning Engineer at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with Computer Vision, Machine Learning, NLP, PyTorch, Python, Spark and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,Machine Learning,NLP is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, Machine Learning, NLP, PyTorch, Python, Spark, TensorFlow",Machine Learning Engineer,Ahmedabad,3090200.0,Mid Level,7,3.0,2026.0,Friday,170.0,Computer Vision; Machine Learning; NLP; PyTorch; Python; Spark; TensorFlow
JOB-004529,BI Analyst,Alpha Analytics,Noida,Unknown,Uttar Pradesh,India,Healthcare,8 LPA,800000.0,1165393.0,INR,Fresher,0.0,0.0,Full-time,2026-06-03,"We are hiring a BI Analyst at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Looker, Power BI and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Looker is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Looker, Power BI, Tableau",BI Analyst,Noida,982696.5,Fresher,5,6.0,2026.0,Wednesday,88.0,Data Visualization; Excel; Looker; Power BI; Tableau
JOB-004530,Analytics Analyst,InfoSphere Systems,Kolkata,Kolkata,West Bengal,India,Banking,6 LPA,600000.0,899456.0,INR,0-2 years,0.0,2.0,Full-time,2026-06-01,"We are hiring a Data Analyst at InfoSphere Systems to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL, Tableau",Other,Kolkata,749728.0,Fresher,6,6.0,2026.0,Monday,90.0,Data Visualization; Excel; Power BI; Python; SQL; Tableau
JOB-004531,Senior Junior Data Analyst,Alpha Analytics,Hyderabad,Hyderabad,Telangana,India,Banking,14 LPA,1470000.0,2187829.0,INR,5-7 years,5.0,7.0,Full-time,2025-09-08,"We are hiring a Data Analyst at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Excel, Power BI, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Power BI,Python is required. If you are passionate about data and want to grow your career, apply today!","Excel, Power BI, Python, SQL",Data Analyst,Hyderabad,1828914.5,Mid Level,4,9.0,2025.0,Monday,356.0,Excel; Power BI; Python; SQL
JOB-004532,Data Engineer - ETL,FusionWorks,Bangalore,Bangalore,Karnataka,India,Consulting,14 LPA,1495000.0,2477493.0,INR,1-3 years,1.0,3.0,Full-time,2026-06-05,"We are hiring a Data Engineer at FusionWorks to join our data team in India. The ideal candidate will have strong experience with AWS, Airflow, Docker, Hadoop, Kafka, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Airflow,Docker is required. If you are passionate about data and want to grow your career, apply today!","AWS, Airflow, Docker, Hadoop, Kafka, Python, SQL",Data Engineer,Bangalore,1986246.5,Entry Level,7,6.0,2026.0,Friday,86.0,AWS; Airflow; Docker; Hadoop; Kafka; Python; SQL
JOB-004533,Analytics Analyst,FusionWorks,Kolkata,Unknown,West Bengal,India,Manufacturing,8 LPA,1329818.0,1329818.0,INR,,,,Full-time,2025-12-14,"We are hiring a Data Analyst at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Python, SQL, Tableau",Other,Kolkata,1329818.0,Not Specified,4,12.0,2025.0,Sunday,259.0,Data Visualization; Python; SQL; Tableau
JOB-004534,Data Operations Executive,Helix Analytics,Kolkata,Kolkata,West Bengal,India,Healthcare,14 LPA,1450000.0,2238775.0,INR,3-6 years,3.0,6.0,Full-time,2026-04-02,"We are hiring a Other at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, SQL",Other,Kolkata,1844387.5,Mid Level,4,4.0,2026.0,Thursday,150.0,AWS; Excel; Git; SQL
JOB-004535,Data QA Engineer,DataPulse Inc,Chennai,Chennai,Tamil Nadu,India,Consulting,11 LPA,1150000.0,1468483.0,INR,1-4 years,1.0,4.0,Full-time,2026-01-11,"We are hiring a Other at DataPulse Inc to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Python is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Python, SQL",Other,Chennai,1309241.5,Entry Level,4,1.0,2026.0,Sunday,231.0,AWS; Excel; Python; SQL
JOB-004536,Applied ML Engineer,Pinnacle Data Corp,Kolkata,Kolkata,West Bengal,India,Manufacturing,24 LPA,2400000.0,3812811.0,INR,4-6 years,4.0,6.0,Internship,2026-07-19,"We are hiring a Machine Learning Engineer at Pinnacle Data Corp to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NLP, PyTorch, Spark and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NLP,PyTorch is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NLP, PyTorch, Spark, TensorFlow",Machine Learning Engineer,Kolkata,3106405.5,Mid Level,5,7.0,2026.0,Sunday,42.0,Machine Learning; NLP; PyTorch; Spark; TensorFlow
JOB-004537,Senior Data Science Specialist,Helix Analytics,Mumbai,Mumbai,Maharashtra,India,E-commerce,31 LPA,3191999.0,4736432.0,INR,6-8 years,6.0,8.0,Internship,2025-11-01,"We are hiring a Data Scientist at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with NumPy, R, SQL, Scikit-learn, Statistics and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,R,SQL is required. If you are passionate about data and want to grow your career, apply today!","NumPy, R, SQL, Scikit-learn, Statistics, TensorFlow",Other,Mumbai,3964215.5,Senior Level,6,11.0,2025.0,Saturday,302.0,NumPy; R; SQL; Scikit-learn; Statistics; TensorFlow
JOB-004538,Junior Data Scientist,Crestwave Systems,Kochi,Kochi,Kerala,India,Other,15 LPA,1560000.0,2551628.0,INR,2-2 years,2.0,2.0,Internship,2026-07-01,"We are hiring a Data Scientist at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with NumPy, Pandas, Python, R, Scikit-learn, Statistics and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,Pandas,Python is required. If you are passionate about data and want to grow your career, apply today!","NumPy, Pandas, Python, R, Scikit-learn, Statistics, TensorFlow",Data Scientist,Kochi,2055814.0,Entry Level,7,7.0,2026.0,Wednesday,60.0,NumPy; Pandas; Python; R; Scikit-learn; Statistics; TensorFlow
JOB-004539,Applied ML Engineer,Alpha Analytics,Ahmedabad,Ahmedabad,Gujarat,India,Other,21 LPA,2175000.0,3657379.0,INR,3-6 years,3.0,6.0,Contract,2026-06-16,"We are hiring a Machine Learning Engineer at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Computer Vision, Kubernetes, Machine Learning, NLP, Python and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,Kubernetes,Machine Learning is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, Kubernetes, Machine Learning, NLP, Python, Spark",Machine Learning Engineer,Ahmedabad,2916189.5,Mid Level,6,6.0,2026.0,Tuesday,75.0,Computer Vision; Kubernetes; Machine Learning; NLP; Python; Spark
JOB-004540,BI Analyst,FusionWorks,Hyderabad,Hyderabad,Telangana,India,Healthcare,12 LPA,1815600.0,1815600.0,INR,4-7 years,4.0,7.0,Full-time,2026-04-29,"We are hiring a BI Analyst at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Looker, Power BI, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Looker,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Looker, Power BI, SQL, Tableau",BI Analyst,Hyderabad,1815600.0,Mid Level,5,4.0,2026.0,Wednesday,123.0,Data Visualization; Looker; Power BI; SQL; Tableau
JOB-004541,Data Analyst I,Alpha Analytics,Bangalore,Bangalore,Karnataka,India,Telecommunications,8 LPA,869999.0,1209457.0,INR,3-5 years,3.0,5.0,Full-time,2026-06-12,"We are hiring a Data Analyst at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL, Tableau",Data Analyst,Bangalore,1039728.0,Mid Level,6,6.0,2026.0,Friday,79.0,Data Visualization; Excel; Power BI; Python; SQL; Tableau
JOB-004542,Analytics Engineer,DataPulse Inc,Mumbai,Mumbai,Maharashtra,India,Banking,15 LPA,1595000.0,1979928.0,INR,3-6 years,3.0,6.0,Internship,2026-01-28,"We are hiring a Analytics Engineer at DataPulse Inc to join our data team in India. The ideal candidate will have strong experience with Looker, Python, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Looker,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Looker, Python, SQL, Snowflake",Analytics Engineer,Mumbai,1787464.0,Mid Level,4,1.0,2026.0,Wednesday,214.0,Looker; Python; SQL; Snowflake
JOB-004543,Senior Business Analytics Consultant,Skyline Digital,Mumbai,Mumbai,Maharashtra,India,Information Technology,18 LPA,1861999.0,2562150.0,INR,6-8 years,6.0,8.0,Contract,2026-02-25,"We are hiring a Business Analyst at Skyline Digital to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics",Other,Mumbai,2212074.5,Senior Level,6,2.0,2026.0,Wednesday,186.0,Agile; Data Visualization; Excel; Power BI; SQL; Statistics
JOB-004544,Analytics Analyst,Vertex Insights,Kolkata,Kolkata,West Bengal,India,Healthcare,6 LPA,690000.0,1022155.0,INR,1-2 years,1.0,2.0,Full-time,2025-12-26,"We are hiring a Data Analyst at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL, Tableau",Other,Kolkata,856077.5,Entry Level,6,12.0,2025.0,Friday,247.0,Data Visualization; Excel; Power BI; Python; SQL; Tableau
JOB-004545,Senior BI Developer,Alpha Analytics,Chennai,Chennai,Tamil Nadu,India,Information Technology,26 LPA,2631999.0,3414596.0,INR,9-11 years,9.0,11.0,Full-time,2025-09-09,"We are hiring a BI Analyst at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, SQL",Other,Chennai,3023297.5,Senior Level,4,9.0,2025.0,Tuesday,355.0,Data Visualization; Excel; Power BI; SQL
JOB-004546,Data Scientist,Stratum Consulting,Pune,Unknown,Maharashtra,India,Finance,21 LPA,2100000.0,2638928.0,INR,5-5 years,5.0,5.0,Full-time,2025-09-01,"We are hiring a Data Scientist at Stratum Consulting to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Pandas, Python, Scikit-learn and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Pandas is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Pandas, Python, Scikit-learn, Statistics",Data Scientist,Pune,2369464.0,Mid Level,6,9.0,2025.0,Monday,363.0,Machine Learning; NumPy; Pandas; Python; Scikit-learn; Statistics
JOB-004547,Deep Learning Engineer,Vertex Insights,Bangalore,Bangalore,Karnataka,India,Healthcare,19 LPA,1950000.0,2468665.0,INR,2-3 years,2.0,3.0,Full-time,2025-11-20,"We are hiring a Machine Learning Engineer at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with NLP, PyTorch, Python, SQL, Spark and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NLP,PyTorch,Python is required. If you are passionate about data and want to grow your career, apply today!","NLP, PyTorch, Python, SQL, Spark, TensorFlow",Machine Learning Engineer,Bangalore,2209332.5,Entry Level,6,11.0,2025.0,Thursday,283.0,NLP; PyTorch; Python; SQL; Spark; TensorFlow
JOB-004548,BI Developer,Orbit Tech Solutions,Delhi,Delhi,Delhi,India,Finance,9 LPA,919999.0,1177021.0,INR,1-2 years,1.0,2.0,Full-time,2025-09-23,"We are hiring a BI Analyst at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Looker, Power BI, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Looker is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Looker, Power BI, SQL, Tableau",Other,Delhi,1048510.0,Entry Level,6,9.0,2025.0,Tuesday,341.0,Data Visualization; Excel; Looker; Power BI; SQL; Tableau
JOB-004549,BI Engineer,Nexora Data Labs,Pune,Pune,Maharashtra,India,Manufacturing,19 LPA,1925000.0,3049326.0,INR,5-7 years,5.0,7.0,Full-time,2025-10-11,"We are hiring a Analytics Engineer at Nexora Data Labs to join our data team in India. The ideal candidate will have strong experience with Airflow, DBT, Git, Looker and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,DBT,Git is required. If you are passionate about data and want to grow your career, apply today!","Airflow, DBT, Git, Looker, Snowflake",Other,Pune,2487163.0,Mid Level,5,10.0,2025.0,Saturday,323.0,Airflow; DBT; Git; Looker; Snowflake
JOB-004550,Senior Data Governance Analyst,TechNova Solutions,Noida,Noida,Uttar Pradesh,India,E-commerce,24 LPA,2449999.0,4002540.0,INR,5-5 years,5.0,5.0,Full-time,2026-03-11,"We are hiring a Other at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL",Other,Noida,3226269.5,Mid Level,5,3.0,2026.0,Wednesday,172.0,AWS; Excel; Git; Python; SQL
JOB-004551,Analytics Engineer,InfoSphere Systems,Kochi,Kochi,Kerala,India,Consulting,12 LPA,1264999.0,1887478.0,INR,1-4 years,1.0,4.0,Full-time,2026-03-14,"We are hiring a Analytics Engineer at InfoSphere Systems to join our data team in India. The ideal candidate will have strong experience with Airflow, DBT, Git, Looker, Python, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,DBT,Git is required. If you are passionate about data and want to grow your career, apply today!","Airflow, DBT, Git, Looker, Python, SQL, Snowflake",Analytics Engineer,Kochi,1576238.5,Entry Level,7,3.0,2026.0,Saturday,169.0,Airflow; DBT; Git; Looker; Python; SQL; Snowflake
JOB-004552,BI Developer,Unknown,Chennai,Chennai,Tamil Nadu,India,Consulting,8 LPA,800000.0,1194162.0,INR,0-0 years,0.0,0.0,Internship,2025-10-05,"We are hiring a BI Analyst at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with Looker, Power BI, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Looker,Power BI,SQL is required. If you are passionate about data and want to grow your career, apply today!","Looker, Power BI, SQL, Tableau",Other,Chennai,997081.0,Fresher,4,10.0,2025.0,Sunday,329.0,Looker; Power BI; SQL; Tableau
JOB-004553,Data Analyst I,Orbit Tech Solutions,Kolkata,Kolkata,West Bengal,India,Information Technology,6 LPA,600000.0,972377.0,INR,Fresher,0.0,0.0,Full-time,2026-01-23,"We are hiring a Data Analyst at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Power BI and Python. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Power BI,Python is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Power BI, Python",Data Analyst,Kolkata,786188.5,Fresher,3,1.0,2026.0,Friday,219.0,Data Visualization; Power BI; Python
JOB-004554,Product Manager - Data,Unknown,Hyderabad,Hyderabad,Telangana,India,Banking,10 LPA,1000000.0,1417049.0,INR,Fresher,0.0,0.0,Internship,2026-05-14,"We are hiring a Other at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git and Python. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python",Other,Hyderabad,1208524.5,Fresher,4,5.0,2026.0,Thursday,108.0,AWS; Excel; Git; Python
JOB-004555,Junior Data Scientist,Orbit Tech Solutions,Pune,Pune,Maharashtra,India,Manufacturing,15 LPA,1560000.0,2352703.0,INR,2-4 years,2.0,4.0,Internship,2025-10-23,"We are hiring a Data Scientist at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Pandas, Python, R, Scikit-learn and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Pandas is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Pandas, Python, R, Scikit-learn, TensorFlow",Data Scientist,Pune,1956351.5,Entry Level,7,10.0,2025.0,Thursday,311.0,Machine Learning; NumPy; Pandas; Python; R; Scikit-learn; TensorFlow
JOB-004556,Deep Learning Engineer,Nimbus Data,Hyderabad,Hyderabad,Telangana,India,E-commerce,17 LPA,1725000.0,2715680.0,INR,1-4 years,1.0,4.0,Not Specified,2026-07-02,"We are hiring a Machine Learning Engineer at Nimbus Data to join our data team in India. The ideal candidate will have strong experience with Computer Vision, Kubernetes, Python and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,Kubernetes,Python is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, Kubernetes, Python, Spark",Machine Learning Engineer,Hyderabad,2220340.0,Entry Level,4,7.0,2026.0,Thursday,59.0,Computer Vision; Kubernetes; Python; Spark
JOB-004557,Data Operations Executive,AnalyticsHub,Delhi,Delhi,Delhi,India,Consulting,14 LPA,1450000.0,1930063.0,INR,3-4 years,3.0,4.0,Internship,2026-04-30,"We are hiring a Other at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL",Other,Delhi,1690031.5,Mid Level,5,4.0,2026.0,Thursday,122.0,AWS; Excel; Git; Python; SQL
JOB-004558,Junior Data Scientist,FusionWorks,Hyderabad,Hyderabad,Telangana,India,Finance,15 LPA,1560000.0,2034701.0,INR,,,,Full-time,2025-10-24,"We are hiring a Data Scientist at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Pandas, Python, SQL, Statistics and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Pandas,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Pandas, Python, SQL, Statistics, TensorFlow",Data Scientist,Hyderabad,1797350.5,Not Specified,5,10.0,2025.0,Friday,310.0,Pandas; Python; SQL; Statistics; TensorFlow
JOB-004559,Data Science Specialist,Orbit Tech Solutions,Bangalore,Bangalore,Karnataka,India,Healthcare,21 LPA,2100000.0,3459309.0,INR,5-7 years,5.0,7.0,Full-time,2026-02-09,"We are hiring a Data Scientist at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with NumPy, Pandas, Python, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,Pandas,Python is required. If you are passionate about data and want to grow your career, apply today!","NumPy, Pandas, Python, SQL, Statistics",Other,Bangalore,2779654.5,Mid Level,5,2.0,2026.0,Monday,202.0,NumPy; Pandas; Python; SQL; Statistics
JOB-004560,Senior Data Operations Executive,Nimbus Data,Bangalore,Bangalore,Karnataka,India,Manufacturing,24 LPA,2449999.0,3359808.0,INR,5-8 years,5.0,8.0,Full-time,2025-09-25,"We are hiring a Other at Nimbus Data to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL",Other,Bangalore,2904903.5,Mid Level,5,9.0,2025.0,Thursday,339.0,AWS; Excel; Git; Python; SQL
JOB-004561,Junior Data Scientist,Lumina Digital,Gurgaon,Gurgaon,Haryana,India,Finance,17 LPA,1739999.0,2216983.0,INR,3-4 years,3.0,4.0,Internship,2025-10-12,"We are hiring a Data Scientist at Lumina Digital to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Pandas, Python, R, SQL, Scikit-learn and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Pandas is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Pandas, Python, R, SQL, Scikit-learn, Statistics",Data Scientist,Gurgaon,1978491.0,Mid Level,8,10.0,2025.0,Sunday,322.0,Machine Learning; NumPy; Pandas; Python; R; SQL; Scikit-learn; Statistics
JOB-004562,Senior Data Engineer,Crestwave Systems,Hyderabad,Hyderabad,Telangana,India,Manufacturing,34 LPA,5795127.0,5795127.0,INR,6-8 years,6.0,8.0,Full-time,2026-03-03,"We are hiring a Data Engineer at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with Airflow, PostgreSQL, Python, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,PostgreSQL,Python is required. If you are passionate about data and want to grow your career, apply today!","Airflow, PostgreSQL, Python, SQL, Spark",Data Engineer,Hyderabad,5795127.0,Senior Level,5,3.0,2026.0,Tuesday,180.0,Airflow; PostgreSQL; Python; SQL; Spark
JOB-004563,Senior Data Analytics Engineer,Skyline Digital,Pune,Pune,Maharashtra,India,Banking,29 LPA,2926000.0,4454595.0,INR,6-9 years,6.0,9.0,Full-time,2026-02-05,"We are hiring a Analytics Engineer at Skyline Digital to join our data team in India. The ideal candidate will have strong experience with DBT, Looker, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with DBT,Looker,Python is required. If you are passionate about data and want to grow your career, apply today!","DBT, Looker, Python, SQL",Analytics Engineer,Pune,3690297.5,Senior Level,4,2.0,2026.0,Thursday,206.0,DBT; Looker; Python; SQL
JOB-004564,ML Engineer,Alpha Analytics,Kochi,Kochi,Kerala,India,Consulting,24 LPA,3086085.0,3086085.0,INR,4-7 years,4.0,7.0,Full-time,2025-10-28,"We are hiring a Machine Learning Engineer at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Computer Vision, Kubernetes, Machine Learning, PyTorch, Python, Spark and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,Kubernetes,Machine Learning is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, Kubernetes, Machine Learning, PyTorch, Python, Spark, TensorFlow",Machine Learning Engineer,Kochi,3086085.0,Mid Level,7,10.0,2025.0,Tuesday,306.0,Computer Vision; Kubernetes; Machine Learning; PyTorch; Python; Spark; TensorFlow
JOB-004565,Data Science Specialist,Vertex Insights,Gurgaon,Unknown,Haryana,India,Finance,22 LPA,2279999.0,3133030.0,INR,6-9 years,6.0,9.0,Full-time,2026-05-12,"We are hiring a Data Scientist at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with NumPy, Python, SQL, Scikit-learn and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","NumPy, Python, SQL, Scikit-learn, TensorFlow",Other,Gurgaon,2706514.5,Senior Level,5,5.0,2026.0,Tuesday,110.0,NumPy; Python; SQL; Scikit-learn; TensorFlow
